train/n_updates,time/time_elapsed,train/critic_loss,train/actor_loss,time/fps,train/learning_rate,train/reward,time/episodes,time/total_timesteps
16839,170,21.215721130371094,41.70538330078125,99,0.001,1.54114,4,16940
