,a2c,ddpg,td3,ppo,sac,mvo
2019-04-03,2109793.0667499998,2171743.5826599994,2110457.4297550004,2010403.0695950033,2241032.67002,2375027.7829498714
2019-04-04,2107689.4987299996,2184718.4226599997,2148312.4297550004,2011441.5509100033,2249817.566695,2390009.7113091736
2019-04-05,2109843.8945549997,2189064.7826599996,2138517.0897550005,2011754.6241000034,2255819.151855,2392891.1989868404
2019-04-08,2094203.1655149998,2192714.2426599995,2090058.4497550004,2011382.1748700032,2253758.2588099996,2374714.850654248
2019-04-09,2068051.3382099995,2172526.7226599995,2065755.5197550005,2008809.1884500035,2227444.298645,2345490.3755876394
2019-04-10,2069263.05193,2180632.9026599997,2060182.9097550004,2009595.1212200036,2236059.969055,2350211.1388263246
2019-04-11,2070551.4813499996,2190190.6826599995,2080873.0097550005,2010089.7182000037,2246748.35174,2356215.4998628334
2019-04-12,2091288.7431549996,2232327.7026599995,2123913.2797550005,2012555.701585004,2284168.91522,2380873.753163551
2019-04-15,2086852.8147049996,2217592.9626599997,2105613.3397550005,2011395.447345004,2264112.2727650004,2370131.1417074464
2019-04-16,2115579.9624599996,2238790.9826599997,2138943.0897550005,2013690.0012650038,2298865.5243399995,2398064.7526444476
2019-04-17,2123035.0289000003,2256760.1826599995,2124834.3597550006,2015374.0292400036,2287087.583585,2398309.6064045904
2019-04-18,2123927.9288049997,2261064.1226599994,2134926.0997550003,2015146.0356700036,2292476.048905,2400840.272116633
2019-04-22,2122000.5521549997,2263919.8226599996,2120036.9897550005,2015717.4836300036,2290019.338945,2406709.247141777
2019-04-23,2139677.957724999,2278284.1626599994,2113699.4897550005,2018328.807770003,2291568.981445,2424921.4970222013
2019-04-24,2134122.673555,2272636.0026599998,2112690.3697550003,2017069.0547200032,2288751.043205,2420730.9305799664
2019-04-25,2085049.8541649997,2195705.7026599995,2147499.5597550003,2007162.2698400028,2280624.4242350003,2376712.7544914307
2019-04-26,2112671.5305349994,2204305.7826599996,2149363.2497550007,2007532.858455003,2305509.96819,2393995.862537122
2019-04-29,2122878.6910049994,2203542.1626599994,2156042.9597550007,2007221.754715003,2321648.00959,2386491.3227013974
2019-04-30,2141838.607845,2198660.7826599996,2152482.6297550006,2007106.8529100034,2322809.687425,2378895.3217237
2019-05-01,2133029.41585,2183219.2426599995,2132593.619755001,2004533.8318050036,2295040.093635,2374157.499834925
2019-05-02,2136932.4642399997,2181038.6226599994,2127745.5197550007,2004888.4163800036,2307911.06632,2377122.2876904868
2019-05-03,2154798.8998499997,2206310.7626599995,2142935.1197550003,2008834.0888100034,2336277.023425,2400709.659745821
2019-05-06,2145838.8703899994,2190312.7626599995,2123429.379755,2006763.6777450033,2321490.60797,2377972.362326749
2019-05-07,2098693.653104999,2161158.2826599996,2069644.7397550005,2001694.1988500033,2278266.1726550004,2326131.567648188
2019-05-08,2097443.3729599994,2148279.1826599995,2073623.1197550003,2000129.3394200034,2265009.10737,2328996.8789555756
2019-05-09,2077938.2942799998,2129837.2626599995,2057723.7297550007,1996436.2789750034,2262928.92236,2306913.062337946
2019-05-10,2085947.949515,2133258.06266,2069533.9897550005,1996375.2095050039,2278724.794055,2310189.3365450376
2019-05-13,2030865.6735349998,2077243.3426599996,1983877.4797550004,1988058.6703700041,2209174.972355,2227443.067498858
2019-05-14,2055888.5632599995,2097470.8226599996,2011065.5597550003,1991431.5574300045,2229164.08815,2254775.7154229213
2019-05-15,2049602.0982899999,2099061.5826599994,2018013.7397550005,1991165.1859500045,2212780.786135,2269055.4709615167
2019-05-16,2057270.4105099996,2113974.6626599994,2055681.1597550004,1992129.1159100046,2231349.5537150004,2294276.0759234834
2019-05-17,2043817.9698649999,2092795.2426599995,2050058.5997550006,1988175.0006800045,2206758.579655,2274863.061585465
2019-05-20,2033028.5701899996,2082995.8826599997,2036327.5197550005,1985334.0564750044,2206066.9791,2251089.8066805536
2019-05-21,2045289.7933349998,2096639.4826599997,2060578.6097550006,1987734.5972150047,2219675.28715,2270826.6239377083
2019-05-22,2040531.2968,2094989.7826599996,2039257.6897550006,1987290.885445005,2208174.6003250005,2263780.5238354574
2019-05-23,2019381.4409149997,2060312.3626599996,2021031.8997550004,1982428.695955005,2170742.760325,2232034.538328001
2019-05-24,2016605.0391199999,2075830.3026599996,2039946.0797550008,1983301.501265005,2190006.700325,2239751.1325039873
2019-05-28,1992411.5457399997,2051022.4426599997,2031329.2197550004,1980819.1321600052,2159682.6103250002,2249439.9227391183
2019-05-29,1952829.6627149996,2040036.0826599996,2007166.7497550005,1979912.8154600048,2151891.330325,2207510.277548699
2019-05-30,1957592.71367,2031559.2026599995,2007930.3597550006,1979297.4232400048,2128721.588605,2209252.6371310013
2019-05-31,1936253.3682449996,2004513.4426599997,1965482.1297550004,1974910.3340300042,2095072.196845,2171836.633689315
2019-06-03,1944108.1785049997,2001568.6826599995,1955075.9497550006,1971961.646110004,2114429.4707050007,2149514.675044093
2019-06-04,2008460.900105,2058235.6026599996,2004425.7297550004,1980755.132360004,2180091.6533150002,2211441.8224583077
2019-06-05,2010018.6746499997,2065724.7026599995,2018001.5197550005,1980445.3167300043,2166324.927125,2223785.9101283536
2019-06-06,2030604.5693699997,2075795.7826599996,2033599.7897550005,1982547.582555004,2176587.269785,2260915.4511234188
2019-06-07,2041214.864025,2088849.8826599997,2048188.2197550004,1985489.2185500043,2178278.40745,2294782.1252895417
2019-06-10,2060938.7696149999,2117927.9426599997,2060502.5497550005,1990689.3209200047,2200950.8714500004,2326244.7452855986
2019-06-11,2074493.7122249994,2126149.7626599995,2042504.1597550004,1992312.6194300049,2189640.7468499998,2322409.5075500645
2019-06-12,2084585.4828749998,2112704.1826599995,2029007.0597550005,1991101.3105550045,2178470.0909500006,2319162.156593452
2019-06-13,2081158.0021949995,2115891.3426599996,2038892.0697550005,1992599.5871300045,2180190.9367100005,2316805.8467344334
2019-06-14,2073825.1955249999,2112534.6226599994,2036767.3597550003,1991025.217010005,2188162.934565,2299835.038876765
2019-06-17,2056651.8380649996,2104353.1626599994,2053367.5097550005,1989903.1938500048,2158537.9109500004,2301450.0875703245
2019-06-18,2095337.7567099999,2143517.9226599997,2126032.6397550004,1997189.345605005,2193759.620185,2358793.7923393007
2019-06-19,2087795.3017049995,2137535.4226599997,2107747.7397550005,1995430.515675005,2182541.20709,2351167.4258666765
2019-06-20,2115501.02781,2150833.3226599996,2135393.6797550004,1998328.3533200056,2195097.4761900003,2370839.7382886163
2019-06-21,2109177.5836949996,2145394.7226599995,2126388.0497550005,1997555.1985750054,2194611.2738150004,2355770.0143210534
2019-06-24,2104250.4943649997,2142576.60266,2133231.6697550006,1996846.907100005,2187883.92567,2362570.3642618656
2019-06-25,2098912.426935,2122382.3426599996,2102194.5597550003,1992939.4785950053,2180223.900360001,2340232.758467458
2019-06-26,2091562.3071199998,2133461.9826599997,2120058.7997550005,1996078.0163650052,2180201.7985699996,2358744.8045995366
2019-06-27,2094905.0414499994,2138321.12266,2094671.0097550005,1997148.9711600053,2197704.7950750003,2350849.6018108865
2019-06-28,2104726.4299949994,2156884.9826599997,2103404.0397550007,2000148.7415600054,2223121.3276,2343596.815077677
2019-07-01,2121974.2058349997,2185920.9226599997,2091855.4997550002,2004013.6197600053,2253538.50157,2359411.1970006255
2019-07-02,2121927.2709899996,2186424.2626599995,2083740.6197550006,2002828.4123700052,2240305.392985,2362569.8824038263
2019-07-03,2136529.42665,2195534.0826599994,2090414.6397550006,2004216.7397150053,2257989.911875,2373471.063936859
2019-07-05,2127157.780924999,2191017.4026599997,2100344.4097550004,2003876.1915450052,2268000.8613449996,2372346.7358614295
2019-07-08,2113316.7775599994,2176422.52266,2079587.4597550004,2000554.4147100053,2235744.271015,2364050.03555824
2019-07-09,2117486.751635,2178245.4826599997,2087516.5397550005,2001658.5008450055,2244537.8052049996,2383063.1247512815
2019-07-10,2111141.0626999997,2183698.0026599993,2085215.4097550004,2002457.8526950055,2234250.8841750002,2395810.9784926428
2019-07-11,2109764.194485,2198511.8426599996,2110316.1497550006,2004308.741465005,2249347.663305,2395207.8013337217
2019-07-12,2088635.3443549997,2224865.3026599996,2133921.4997550007,2009733.8031650053,2264638.4697100003,2398607.592135193
2019-07-15,2085826.8891149994,2218958.9826599997,2122542.8097550003,2008913.0443100054,2255779.29606,2408062.949718317
2019-07-16,2072989.4803249994,2221167.4626599997,2115787.5897550005,2009230.4885350056,2242433.1534100003,2398624.674842348
2019-07-17,2052522.641405,2209285.9026599997,2127608.9597550007,2005238.4115700056,2232300.03158,2393186.6895772754
2019-07-18,2061786.6868149997,2210881.0826599994,2113278.3197550005,2005763.2693850053,2256590.0774100004,2376617.699714425
2019-07-19,2045873.8495449994,2195376.52266,2172837.5597550003,2005139.8252650048,2286149.1703050006,2379063.34036054
2019-07-22,2046960.0186799997,2216536.9026599997,2163901.3897550004,2008509.703415005,2285875.6905250004,2386643.126796964
2019-07-23,2074240.3437999997,2244318.9626599997,2173820.689755,2012048.559350005,2313938.6899300003,2402629.326949613
2019-07-24,2092243.9117049999,2259592.56266,2151189.2997550005,2016591.4725500047,2325866.03919,2402819.290290619
2019-07-25,2081417.2742149998,2242003.10266,2103620.7597550005,2012211.9195200051,2309111.946795,2374002.1121869455
2019-07-26,2085647.3378799995,2232363.9826599997,2105028.869755001,2009564.9720150046,2326969.9839450005,2359115.5730674285
2019-07-29,2094247.90187,2234969.8426599996,2081355.3897550004,2008858.503825005,2307451.353025,2353427.806169478
2019-07-30,2094663.9607199999,2230754.9426599997,2100223.5797550003,2009506.468100005,2305130.4478499996,2359124.5169242667
2019-07-31,2067940.5367699997,2214781.5026599993,2063321.5597550003,2003030.740120005,2285233.95905,2309539.6236702017
2019-08-01,2036547.3869499997,2176755.6826599995,2023398.9797550004,1993883.8444650052,2218906.3470750004,2279508.2009017337
2019-08-02,2029982.2385949998,2158429.2626599995,2032229.0097550005,1988140.6001300053,2213263.4042450003,2265790.9378934503
2019-08-05,1979346.0975349995,2084613.2826599996,1971915.3397550005,1973490.1553250053,2138039.94056,2195713.8827801803
2019-08-06,1992165.2361649992,2103256.9026599997,1991327.1797550004,1975872.8000100055,2154311.7736699996,2218707.326407342
2019-08-07,1976692.7297999994,2087471.5426599996,1981993.7297550004,1973544.936695005,2123575.9345700005,2219035.635185209
2019-08-08,2006098.5772449996,2120468.2826599996,2023938.8197550005,1980164.9311350049,2162885.463865,2289588.8531605117
2019-08-09,1991586.3878949995,2112255.9826599997,2018262.0797550005,1974858.753650005,2151326.4662150005,2281465.0045499825
2019-08-12,1969352.8597649995,2078646.4426599997,1984189.2397550005,1969075.5236150045,2104206.79331,2247679.960066961
2019-08-13,2000042.3060799995,2119157.06266,1998811.9697550004,1976854.262475004,2132172.82331,2278244.129183673
2019-08-14,1931873.8248849995,2039793.2426599995,1921412.4997550005,1961875.2460750036,2051220.2933100003,2194509.132864844
2019-08-15,1901680.1563749996,2036287.6626599994,1940945.2697550005,1956672.8879900037,2028329.6533100002,2199767.3618918634
2019-08-16,1953002.1280699996,2078290.2826599996,1970995.2797550007,1968123.1665750034,2080297.8433100001,2239139.228664972
2019-08-19,1966454.8240049994,2096967.2826599996,1993954.1497550004,1972451.0286900033,2096684.9433100002,2263675.629597849
2019-08-20,1937739.9123899997,2066361.5426599996,1975776.7397550005,1966908.5271050036,2061165.9733100005,2239803.6169054825
2019-08-21,1940640.8996149995,2076663.3626599996,2005280.7497550007,1968955.1929450033,2063152.6533100002,2269518.8170666364
2019-08-22,1942053.098935,2076840.9826599997,2049619.7497550005,1968179.4423850034,2073659.2633100003,2283790.441257791
2019-08-23,1886685.5357549996,2012561.1426599997,2025669.5497550005,1954505.3042300034,2015979.81331,2217043.515704356
2019-08-26,1900352.89134,2029345.1026599996,2043826.2297550004,1957998.7282750034,2027485.5833100004,2238675.418091188
2019-08-27,1900514.3360249996,2018588.0026599995,2025698.0097550002,1955033.9416000033,2013818.5733100001,2230760.714505338
2019-08-28,1902640.7351649997,2038092.5226599996,2045059.1297550006,1958286.443960003,2034372.9533100002,2245851.6796380486
2019-08-29,1923195.00655,2070236.1626599994,2072114.7697550005,1966278.036460003,2072493.3533100002,2270568.7537428155
2019-08-30,1929754.8821599993,2074524.4826599997,2075410.9897550005,1968357.5248850032,2076910.4799500003,2271312.5696020406
2019-09-03,1921801.4241049995,2049323.2226599995,2033147.8397550005,1964231.7870800034,2040834.1243450004,2250155.40346716
2019-09-04,1946455.6263549998,2078781.2226599995,2057495.9397550002,1971521.1215500033,2083550.0143450005,2266864.1898339926
2019-09-05,1967545.478615,2123376.7026599995,2090302.8197550003,1982452.4744500031,2129745.074165,2301203.079714852
2019-09-06,1956567.7296249995,2123258.9226599997,2092212.3697550003,1981146.365195003,2122724.091075,2293523.319166513
2019-09-09,1973598.8960999998,2153184.8826599997,2097242.0397550007,1989321.8697550031,2178943.1810750007,2294337.4443018977
2019-09-10,1996535.9630649996,2164840.4826599997,2140848.5197550002,1994301.140545003,2229609.9710750002,2319152.32635031
2019-09-11,2011922.2454549999,2170825.7626599995,2187414.9697550004,1996483.4269400032,2250588.9910750003,2344449.5401038234
2019-09-12,2013649.8036849997,2189596.64266,2172934.8997550006,2000582.2570600032,2262052.7310750005,2347264.9380821744
2019-09-13,2024679.6298049993,2201526.3026599996,2192360.6597550004,2002001.145465003,2285232.5610750006,2354914.9803475933
2019-09-16,2012524.0462849997,2186407.2826599996,2180498.2197550004,1998521.659835003,2271662.0110750003,2339982.896263119
2019-09-17,2012054.3875449996,2183871.10266,2199481.9297550004,1996756.2540300027,2266443.3010750003,2350509.1779457405
2019-09-18,2024036.1919449996,2191920.3826599997,2213230.2697550002,1996908.773180003,2278147.681075,2353372.6068493053
2019-09-19,2025563.806475,2185637.9026599997,2216438.3797550006,1995483.551900003,2278660.671075001,2346798.100436286
2019-09-20,2026453.4426399996,2171028.8426599996,2188418.459755,1990953.5145750034,2257611.5010750005,2330746.3285126593
2019-09-23,2027303.0703399999,2175132.6226599994,2182798.2697550002,1990571.7297600037,2265418.871075,2332167.460953396
2019-09-24,2000061.3002199996,2152080.8226599996,2181149.0697550005,1980512.6459900038,2237411.1010750006,2310487.311580818
2019-09-25,2015130.7637599998,2162284.14266,2206569.9497550004,1986480.2297000038,2257572.9110750007,2324973.8744926606
2019-09-26,1997723.6398499997,2151816.2226599995,2204084.1797550004,1982560.5371900038,2241529.8410750004,2309349.114207818
2019-09-27,1994032.9192499998,2153924.3826599997,2190683.7997550005,1982793.5152700036,2248954.7110750005,2293918.014576637
2019-09-30,1997020.5025299995,2156279.02266,2182640.829755001,1983818.7627200028,2239266.9210750004,2302942.4570020996
2019-10-01,1975336.2253899998,2115688.9026599997,2144326.5097550005,1973229.2174250027,2181390.391075,2283342.602314509
2019-10-02,1965292.2221999997,2074609.5026599995,2101844.119755001,1964023.5602900025,2133902.1510750004,2256324.6390016982
2019-10-03,1972418.9855499996,2076125.6826599995,2122207.979755,1967301.6275050028,2142306.831075,2267836.179986172
2019-10-04,1999430.2552849997,2110891.5426599993,2149514.939755,1971760.1360900025,2183104.041075,2298848.0223204917
2019-10-07,1992372.1690649998,2097198.0826599994,2144447.779755001,1969228.2230000023,2169177.2610750003,2291616.4026421607
2019-10-08,1959011.2019449999,2057593.8826599997,2118415.8397550005,1958333.9565000024,2124620.8210750003,2258976.526897955
2019-10-09,1958577.15955,2073467.4626599997,2135458.5597550003,1962501.6982200027,2144643.5410750005,2263682.3236199454
2019-10-10,1972040.4351999997,2096638.4426599997,2138422.5297550005,1967642.519195003,2177718.951075,2266641.017383232
2019-10-11,2007983.7969099996,2135653.8826599997,2163416.0997550003,1979028.7769850027,2223028.2110750005,2311127.819627051
2019-10-14,2004483.7988799997,2142861.3426599996,2158182.329755001,1981316.545725003,2220105.181075,2318587.948560404
2019-10-15,2035919.9354549998,2174574.7026599995,2165539.649755,1990106.3686550027,2249164.5610750006,2337597.8294236814
2019-10-16,2042021.1112199996,2170708.60266,2159416.6397550004,1989203.4993850023,2238770.0310750003,2345676.4193265783
2019-10-17,2050263.8079099995,2183638.7826599996,2148080.5997550003,1990100.1023800022,2255323.181075,2353631.2380150864
2019-10-18,1990935.8419999995,2174201.8426599996,2078656.3197550005,1987576.153130002,2284855.8910750006,2287934.0941854115
2019-10-21,2005638.1561699996,2212712.4426599997,2059283.9797550007,1996305.200155002,2330955.961075,2302148.8112075124
2019-10-22,2016253.8782299997,2212673.6626599994,2069800.2297550004,2000306.9455700018,2336293.6964600002,2304473.8970027696
2019-10-23,2028161.9622849997,2214396.7226599995,2083742.9097550004,2001588.681125002,2336600.1569600003,2315276.155488901
2019-10-24,2014749.7121849998,2196684.56266,2099453.4197550006,1996525.8035350016,2324383.6821850003,2309736.9343250087
2019-10-25,2030672.2349249995,2229684.6226599994,2092492.1397550004,2006591.6082900017,2357113.594645,2320932.226747469
2019-10-28,2051873.0375849998,2247004.1226599994,2111267.6997550004,2013257.6386100017,2379230.8749700002,2345153.6342032924
2019-10-29,2044301.3558699996,2236544.10266,2127895.5397550003,2011176.1828250014,2372324.982555,2337633.388925916
2019-10-30,2095494.3713549995,2237403.0826599994,2123542.7397550005,2017066.4420400017,2385041.523335,2350445.674551665
2019-10-31,2077759.770595,2224840.8226599996,2096702.9197550004,2011348.777160002,2367074.399945,2346340.174059518
2019-11-01,2095873.7130999998,2265848.6626599994,2127593.3397550005,2022661.145890002,2412663.191345,2381834.0684234807
2019-11-04,2116067.902579999,2296576.2026599995,2167411.8597550006,2036426.9478100017,2473828.23749,2413908.680295646
2019-11-05,2118782.066225,2298760.9426599997,2186632.5797550003,2037754.557260002,2469604.0220500003,2421502.5260742614
2019-11-06,2120280.9954049997,2300945.14266,2175688.659755001,2035681.523590002,2484540.66902,2413372.8336624
2019-11-07,2139614.5215849997,2315272.0826599994,2196907.8397550005,2040113.3147600023,2522500.7682150006,2426247.279214278
2019-11-08,2160922.9850549996,2312317.5426599993,2184947.6597550004,2040688.5156200025,2533173.6479100003,2420218.1230503176
2019-11-11,2148331.1948049995,2300077.56266,2229723.829755001,2035285.8651450025,2522558.8707950003,2430562.0324022756
2019-11-12,2147291.7974349996,2299641.56266,2219959.6297550006,2036073.5171150025,2525051.772325,2428770.6174780573
2019-11-13,2136905.0805349997,2286511.6826599995,2210393.8997550006,2029655.3072750026,2501566.1465400006,2427534.7308697007
2019-11-14,2136465.6571049998,2282792.3626599996,2224293.2197550004,2029807.8120850024,2494437.06162,2436812.1066280943
2019-11-15,2175872.51846,2291646.2026599995,2244224.8797550006,2031687.0265450026,2505661.83428,2457803.821937102
2019-11-18,2175869.01021,2294384.7226599995,2242125.0597550008,2031812.066750003,2512863.58809,2469525.4199536704
2019-11-19,2178994.0005999994,2293402.8826599997,2234498.9197550006,2033251.1466700027,2514280.844595,2476212.284037839
2019-11-20,2174969.9604899995,2275326.5426599993,2237955.1897550006,2026955.243360003,2497578.6609400003,2470477.328844267
2019-11-21,2181368.62894,2264487.6826599995,2222652.0397550007,2024879.2541000026,2496873.3620750005,2445432.703270017
2019-11-22,2198010.90319,2280558.6226599994,2246735.029755001,2029533.369450003,2514716.5057800002,2462683.0559913055
2019-11-25,2205702.0856299996,2305482.9626599997,2264684.439755,2038550.584500003,2545725.348945,2486166.9281027047
2019-11-26,2199673.9144,2300703.0426599993,2263267.409755001,2036866.429685003,2525433.981795,2480905.0200275956
2019-11-27,2206237.507984999,2312021.2226599995,2252168.4897550005,2040806.0085600028,2538278.4135000007,2492484.5252972255
2019-11-29,2198509.53009,2301627.3226599996,2240691.2797550005,2036172.2888300028,2526715.046090001,2478884.961125938
2019-12-02,2185726.469005,2280393.0426599993,2197647.8197550005,2030432.7391700028,2508383.02849,2449159.6437168843
2019-12-03,2169798.191905,2247884.7226599995,2175985.0897550005,2019441.401930003,2466187.54497,2429133.241175725
2019-12-04,2189545.6589849996,2268590.7426599995,2174512.709755,2022433.9783750027,2485253.098735,2443093.654860724
2019-12-05,2191447.800905,2265954.7226599995,2170056.8597550006,2018601.9183950026,2497181.1448650006,2435220.434918485
2019-12-06,2218073.7543749996,2310303.5826599994,2212479.1497550006,2032150.5466000023,2542742.1860100003,2471162.0043869102
2019-12-09,2212186.464935,2299097.1026599994,2202617.699755001,2028420.2459750022,2544254.446365,2453768.5594187104
2019-12-10,2211863.4898749995,2298179.10266,2193186.2497550007,2026728.9432500023,2545889.08346,2449260.4969250076
2019-12-11,2217704.2947949995,2300132.8826599997,2198692.1697550006,2028926.5740900028,2546460.7299450007,2460588.8827332156
2019-12-12,2248891.2761,2332757.4626599997,2208613.949755001,2040628.9103100025,2600654.023745001,2489759.0796453026
2019-12-13,2247182.424715,2339319.0826599994,2192877.6397550004,2038275.3920450024,2591345.15201,2477629.457208888
2019-12-16,2253610.1674699998,2349110.2426599995,2156612.0297550005,2041059.8386800024,2593442.4492800003,2482101.8551650126
2019-12-17,2265384.1778349993,2358471.9626599997,2159058.0997550003,2043178.2395350027,2608040.751225,2497192.026543538
2019-12-18,2260138.074405,2352601.5026599998,2168964.9497550004,2040421.0960100028,2598826.686005,2493137.776920912
2019-12-19,2279945.245855,2361896.5426599993,2180174.0197550002,2046287.7781550032,2602100.08701,2515416.0620454163
2019-12-20,2291503.45004,2374092.1226599994,2168333.7797550005,2051394.498275003,2603054.0791800003,2524073.184132037
2019-12-23,2298703.6856299997,2381906.1826599995,2195318.199755001,2056726.2379700034,2603292.371415,2559194.34470895
2019-12-24,2294756.3974699997,2381326.8626599996,2181011.8897550004,2055687.2868250029,2606599.593875,2557364.9778407994
2019-12-26,2308566.7082499997,2403908.7426599995,2180517.829755001,2066436.5377800032,2622145.0474100006,2583279.0853362195
2019-12-27,2306505.5642099995,2405643.4426599997,2183111.449755001,2066420.027060003,2626336.535270001,2580805.139897129
2019-12-30,2295721.50929,2392657.8226599996,2166959.0197550007,2061248.4563700035,2613666.50219,2563362.1780138235
2019-12-31,2301026.992194999,2397979.9426599997,2163268.359755,2063330.1960200036,2609181.5671249996,2570098.359505575
2020-01-02,2337148.043605,2433179.64266,2205161.319755,2081719.591520004,2665672.1171350004,2635337.544707353
2020-01-03,2311738.4941849997,2406917.2426599995,2188303.899755,2073386.7005300035,2638108.4871350005,2611757.767180068
2020-01-06,2312008.8205649992,2408371.5426599993,2192764.8897550004,2074970.0760050039,2654157.1871350002,2619841.1560177743
2020-01-07,2305158.281844999,2390917.0826599994,2198128.6297550006,2070697.2383600038,2654611.9471350005,2622740.946764644
2020-01-08,2316868.5898099993,2414579.3426599996,2191405.2197550004,2073373.4190900042,2658919.9971350003,2620133.4288225276
2020-01-09,2331102.97693,2436617.3026599996,2220670.4897550005,2077432.434590004,2692031.0071350005,2650064.3683191184
2020-01-10,2315851.219075,2418971.4626599997,2191775.689755,2069386.402190004,2662636.297135,2627765.0499248207
2020-01-13,2344104.58506,2438174.4426599997,2205095.8097550003,2077206.6253800043,2691793.6571350005,2648157.417969418
2020-01-14,2350728.9320599996,2439148.9426599997,2209807.619755001,2076513.4334700038,2685207.677135001,2640036.807681633
2020-01-15,2345897.310014999,2410081.9626599997,2199620.2097550007,2068253.8028900037,2672004.8471350004,2630040.6898339693
2020-01-16,2363250.062875,2421743.2426599995,2216751.8197550005,2074121.0281300037,2678743.087135,2656981.4881734187
2020-01-17,2372559.8871649997,2431913.56266,2202959.4097550004,2073830.1421700038,2701025.5871350006,2661679.7543391446
2020-01-21,2360309.7543649995,2415210.7026599995,2158350.7497550007,2072278.8767600036,2677678.4571350003,2647600.7767217136
2020-01-22,2347959.6898049996,2424432.3226599996,2143772.7397550005,2070329.5442850036,2680188.2271350008,2641523.2730184644
2020-01-23,2358421.7607649993,2424272.7426599995,2169520.7897550007,2073166.185485004,2686166.047135,2656460.1989722066
2020-01-24,2336785.9327149997,2426707.5026599998,2163390.9497550004,2074622.4213500037,2685524.4471350005,2640442.542683094
2020-01-27,2313353.70498,2379134.06266,2119785.7897550007,2057286.5944850044,2605448.267135,2598740.0474581905
2020-01-28,2340310.822105,2380536.8626599996,2135155.4897550005,2057231.239960004,2641701.757135,2613040.5051045604
2020-01-29,2373699.8231549994,2366787.9026599997,2153810.879755,2056759.8855350043,2655802.4471350005,2600500.8800180373
2020-01-30,2396817.874765,2389309.2626599995,2185055.6797550004,2060942.5719800044,2685876.7071350007,2619764.837430962
2020-01-31,2352786.0663149995,2351607.6626599994,2142707.2997550005,2057260.8507050045,2622593.9571350003,2601788.2766669733
2020-02-03,2376025.4976049997,2355588.7226599995,2154671.2497550007,2056306.5261950043,2636201.817135,2606865.844096585
2020-02-04,2421522.1995149995,2382989.4026599997,2185763.6697550006,2070925.6134300046,2675375.2471350003,2652350.901231918
2020-02-05,2458007.7398599996,2429033.8226599996,2241698.0097550005,2087850.2839850045,2742540.817135,2691541.1192308133
2020-02-06,2470777.0156799997,2432950.2226599995,2290528.859755,2087542.3137650043,2751472.1171350004,2710330.107186731
2020-02-07,2456977.7128500002,2419035.8026599996,2274092.6597550004,2083000.6741000041,2726899.297135,2698656.74424529
2020-02-10,2475088.5603849995,2433719.7426599995,2312140.3597550006,2089812.8526300043,2736857.587135,2744778.978027014
2020-02-11,2462405.6229349994,2449761.1626599994,2303921.1097550006,2098370.958905004,2755184.025115,2765454.1565822447
2020-02-12,2467559.637865,2461949.2826599996,2316664.279755,2103624.929840004,2772012.5222450006,2781254.858056469
2020-02-13,2450974.4557649996,2442155.5426599993,2284481.229755,2096814.6613900042,2732057.8923899997,2761314.539785203
2020-02-14,2454261.9707049998,2435682.2026599995,2270987.5697550005,2095090.0150550043,2706322.51239,2759390.125443912
2020-02-18,2444215.7945649996,2413311.5026599993,2266119.0697550005,2088050.1817750046,2687535.24239,2759288.27324365
2020-02-19,2445651.145289999,2438456.2026599995,2274145.1997550004,2094924.2109300052,2721568.01239,2786988.637587526
2020-02-20,2431563.8605449996,2430868.9626599997,2259388.9497550004,2089054.437980005,2701832.45239,2760791.8033735664
2020-02-21,2402744.64206,2395241.0426599993,2211620.829755001,2070268.3453250052,2659022.15239,2696041.43912779
2020-02-24,2315391.922475,2305446.4026599997,2118716.4897550005,2036130.9855100051,2541624.84239,2580471.6453037276
2020-02-25,2262634.138665,2213675.6226599994,2046681.2897550005,2006926.2651650049,2440674.54239,2508519.6793836737
2020-02-26,2250155.0044699996,2210157.8226599996,2048005.0197550007,2004196.6355200051,2410352.0723900003,2514039.914802537
2020-02-27,2142143.219065,2123301.8426599996,1940013.0197550005,1972837.470595005,2326802.2823900003,2397267.322360901
2020-02-28,2111431.59146,2059850.8226599996,1893061.8397550003,1963154.489735005,2276381.32239,2351065.5511779618
2020-03-02,2224413.8880499997,2162014.4226599997,1987126.4197550004,1999615.1355100055,2351917.43239,2474472.445590996
2020-03-03,2143469.3629699997,2071996.5426599996,1920230.4897550002,1968793.0088500055,2264044.60239,2408557.73449385
2020-03-04,2233626.5564899994,2163692.4426599997,1956768.8697550006,1997341.944785005,2337614.16239,2514517.2603924046
2020-03-05,2163820.9971349994,2079501.0626599996,1844571.7897550005,1966521.8421650054,2212821.54239,2429191.9102990325
2020-03-06,2117653.2918699994,2029757.2426599995,1815067.8097550005,1952016.4417800053,2131790.8023900003,2422668.1894717626
2020-03-09,1944134.7258949997,1831810.2826599996,1593322.3897550004,1877052.2658950053,1887932.55239,2219920.273482179
2020-03-10,2060997.2948199997,1957866.7626599995,1672314.9197550006,1923780.396210005,2018044.957665,2333637.9635009225
2020-03-11,1928773.1107799998,1860284.5426599996,1490662.6597550004,1884648.9381200054,1896939.7176650001,2199837.14789789
2020-03-12,1767506.4352899997,1677033.3826599997,1278242.5297550005,1810115.6754650054,1659784.1076650003,1973021.7477222285
2020-03-13,1968306.6976849993,1888739.1626599994,1455975.5697550005,1879654.5670300056,1952148.4876650001,2154885.4735859
