,date,account_value
165,2021-09-15,2348033.0106500005
166,2021-09-16,2403662.210650001
167,2021-09-19,2405232.210650001
168,2021-09-20,2383064.010650001
169,2021-09-21,2405051.0106500005
170,2021-09-22,2390947.5106500005
171,2021-09-23,2390540.2106500007
172,2021-09-26,2375950.9106500014
173,2021-09-27,2378991.5106500005
174,2021-09-28,2370187.8106500013
175,2021-09-29,2366197.6106500006
176,2021-09-30,2371840.810650001
177,2021-10-03,2383804.8106500013
178,2021-10-04,2397752.8106500003
179,2021-10-05,2391929.510650001
180,2021-10-06,2394880.310650001
181,2021-10-07,2393592.410650001
182,2021-10-10,2390692.010650001
183,2021-10-11,2379865.110650001
184,2021-10-12,2365281.7106500007
185,2021-10-13,2346560.910650001
186,2021-10-14,2342988.1106500006
187,2021-10-17,2339727.5106500015
188,2021-10-18,2315481.810650001
189,2021-10-19,2307613.6106500006
190,2021-10-21,2316071.0106500005
191,2021-10-24,2324425.1106500006
192,2021-10-25,2278729.010650001
193,2021-10-26,2285013.910650001
194,2021-10-27,2288051.8106500003
195,2021-10-28,2289057.1106500006
196,2021-10-31,2268067.1106500006
197,2021-11-01,2276377.010650001
198,2021-11-02,2267076.310650001
199,2021-11-03,2252722.8106500013
200,2021-11-04,2247083.2106500007
201,2021-11-07,2243429.910650001
202,2021-11-08,2230567.7106500007
203,2021-11-09,2235631.3106500013
204,2021-11-10,2260001.1106500006
205,2021-11-11,2266240.010650001
206,2021-11-14,2247644.1106500006
207,2021-11-15,2252497.6106500006
208,2021-11-16,2260228.710650001
209,2021-11-17,2257719.110650001
210,2021-11-18,2260146.2106500007
211,2021-11-21,2257987.410650001
212,2021-11-22,2271088.010650001
213,2021-11-23,2266162.810650001
214,2021-11-24,2262843.310650001
215,2021-11-25,2253761.810650001
216,2021-11-28,2233281.610650001
217,2021-11-29,2232560.2106500003
218,2021-11-30,2214137.7106500007
219,2021-12-01,2242744.7106500007
220,2021-12-02,2266212.0106500005
221,2021-12-05,2261123.810650001
222,2021-12-06,2259192.5106500015
223,2021-12-07,2274671.010650001
224,2021-12-08,2262048.3106500013
225,2021-12-09,2261794.6106500016
226,2021-12-12,2276582.2106500007
227,2021-12-13,2244772.7106500007
228,2021-12-14,2272307.9106500004
229,2021-12-15,2281818.1106500006
230,2021-12-19,2257239.0106500005
231,2021-12-20,2234571.7106500007
232,2021-12-21,2228650.1106500006
233,2021-12-22,2230749.4106500004
234,2021-12-23,2215788.810650001
235,2021-12-26,2213344.010650001
236,2021-12-27,2219793.610650001
237,2021-12-28,2218238.6106500006
238,2021-12-29,2227555.310650001
239,2021-12-30,2255425.910650001
240,2022-01-02,2262595.010650001
241,2022-01-03,2259111.61065
242,2022-01-04,2250043.3106500013
243,2022-01-05,2240085.810650001
244,2022-01-06,2252868.910650001
245,2022-01-09,2251863.010650001
246,2022-01-10,2256495.6106500006
247,2022-01-11,2279028.510650001
248,2022-01-12,2270360.9106500004
249,2022-01-13,2274874.2106500007
250,2022-01-16,2258921.410650001
251,2022-01-17,2272322.1106500006
252,2022-01-18,2269927.210650001
253,2022-01-19,2270742.7106500007
254,2022-01-20,2281057.7106500007
255,2022-01-23,2289392.310650001
256,2022-01-24,2293743.310650001
257,2022-01-25,2290060.710650001
258,2022-01-26,2279392.310650001
259,2022-01-27,2267561.7106500003
260,2022-01-30,2268589.1106500006
261,2022-01-31,2266305.0106500005
262,2022-02-01,2264319.810650001
263,2022-02-02,2281704.6106500006
264,2022-02-03,2271833.810650001
265,2022-02-06,2272532.6106500006
