time/total_timesteps,time/fps,train/reward,train/critic_loss,train/n_updates,train/learning_rate,time/time_elapsed,time/episodes,train/actor_loss
16940,10,0.13526,13.82364273071289,16839,0.001,1598,4,53.10149383544922
