train/ent_coef,time/total_timesteps,time/fps,train/reward,train/critic_loss,train/n_updates,train/ent_coef_loss,train/learning_rate,time/time_elapsed,time/episodes,train/actor_loss
0.31344103813171387,16940,70,1.5338035,4056.4462890625,16839,-1.9614826440811157,0.0001,239,4,848.3619384765625
