,date,account_value
409,2018-08-24,2633649.5294500007
410,2018-08-27,2645995.6794500006
411,2018-08-28,2658172.829450001
412,2018-08-29,2649437.029450001
413,2018-08-30,2640489.7794500007
414,2018-08-31,2648068.329450001
415,2018-09-03,2668555.379450001
416,2018-09-04,2633441.729450001
417,2018-09-05,2616331.5794500005
418,2018-09-06,2634506.879450001
419,2018-09-07,2626413.7294500005
420,2018-09-10,2583698.6794500006
421,2018-09-11,2529797.6794500006
422,2018-09-12,2543650.579450001
423,2018-09-14,2597718.1794500006
424,2018-09-17,2557092.129450001
425,2018-09-18,2540800.729450001
426,2018-09-19,2528389.879450001
427,2018-09-21,2529580.429450001
428,2018-09-24,2455006.579450001
429,2018-09-25,2489883.9294500006
430,2018-09-26,2510078.529450001
431,2018-09-27,2507978.079450001
432,2018-09-28,2522385.379450001
433,2018-10-01,2553247.129450001
434,2018-10-03,2544814.879450001
435,2018-10-04,2442752.229450001
436,2018-10-05,2376813.679450001
437,2018-10-08,2367191.879450001
438,2018-10-09,2337414.7794500007
439,2018-10-10,2385371.1794500006
440,2018-10-11,2356109.0294500007
441,2018-10-12,2417953.1794500006
442,2018-10-15,2443105.6794500006
443,2018-10-16,2449126.929450001
444,2018-10-17,2410848.9294500006
445,2018-10-19,2381916.379450001
446,2018-10-22,2378892.129450001
447,2018-10-23,2371464.329450001
448,2018-10-24,2407539.379450001
449,2018-10-25,2374055.579450001
450,2018-10-26,2377768.5294500007
451,2018-10-29,2377394.279450001
452,2018-10-30,2350107.0294500007
453,2018-10-31,2397512.4294500006
454,2018-11-01,2406198.7794500007
455,2018-11-02,2469839.029450001
456,2018-11-05,2451077.779450001
457,2018-11-06,2436294.079450001
458,2018-11-07,2451441.229450001
459,2018-11-09,2454575.5294500007
460,2018-11-12,2454127.279450001
461,2018-11-13,2470572.729450001
462,2018-11-14,2488224.679450001
463,2018-11-15,2521200.979450001
464,2018-11-16,2548781.7794500007
465,2018-11-19,2560445.329450001
466,2018-11-20,2548797.079450001
467,2018-11-21,2561054.779450001
468,2018-11-22,2541968.229450001
469,2018-11-26,2571788.579450001
470,2018-11-27,2585871.329450001
471,2018-11-28,2596038.229450001
472,2018-11-29,2638290.629450001
473,2018-11-30,2642396.3794500004
474,2018-12-03,2626453.979450001
475,2018-12-04,2598185.979450001
476,2018-12-05,2601476.2294500005
477,2018-12-06,2582511.2794500007
478,2018-12-07,2593765.0294500007
479,2018-12-10,2566650.979450001
480,2018-12-11,2567794.729450001
481,2018-12-12,2594737.679450001
482,2018-12-13,2614025.329450001
483,2018-12-14,2602146.3294500005
484,2018-12-17,2643437.4794500005
485,2018-12-18,2648580.129450001
486,2018-12-19,2653387.9794500005
487,2018-12-20,2667330.2794500007
488,2018-12-21,2633273.079450001
489,2018-12-24,2583723.5294500007
490,2018-12-26,2618617.429450001
491,2018-12-27,2610606.079450001
492,2018-12-28,2649558.9294500006
493,2018-12-31,2652303.0794500005
494,2019-01-01,2681283.829450001
495,2019-01-02,2658416.879450001
496,2019-01-03,2630524.829450001
497,2019-01-04,2647785.0294500003
498,2019-01-07,2653834.1794500006
499,2019-01-08,2642894.479450001
500,2019-01-09,2653953.379450001
501,2019-01-10,2647667.1794500006
502,2019-01-11,2650141.6794500006
503,2019-01-14,2636948.6794500006
504,2019-01-15,2666720.9794500005
505,2019-01-16,2662341.629450001
506,2019-01-17,2677209.4294500006
507,2019-01-18,2665943.2794500003
508,2019-01-21,2675618.329450001
509,2019-01-22,2680186.379450001
510,2019-01-23,2652714.429450001
511,2019-01-24,2653761.929450001
512,2019-01-25,2659753.6794500006
513,2019-01-28,2623427.229450001
514,2019-01-29,2605593.729450001
515,2019-01-30,2581206.379450001
516,2019-01-31,2634659.629450001
517,2019-02-01,2645085.129450001
518,2019-02-04,2671987.5294500007
519,2019-02-05,2698203.7294500014
520,2019-02-06,2703558.279450001
521,2019-02-07,2699201.529450001
522,2019-02-08,2690293.9294500006
523,2019-02-11,2698191.229450001
524,2019-02-12,2693098.9294500006
525,2019-02-13,2689297.7794500003
526,2019-02-14,2648452.379450001
527,2019-02-15,2640149.9294500006
528,2019-02-18,2625669.129450001
529,2019-02-19,2623582.079450001
530,2019-02-20,2651257.329450001
531,2019-02-21,2663440.329450001
532,2019-02-22,2656642.4794500005
533,2019-02-25,2672108.629450001
534,2019-02-26,2650416.5294500007
535,2019-02-27,2621426.879450001
536,2019-02-28,2625105.329450001
537,2019-03-01,2639453.5294500007
538,2019-03-05,2676760.979450001
539,2019-03-06,2704044.7294500014
540,2019-03-07,2703450.079450001
541,2019-03-08,2708970.579450001
542,2019-03-11,2740290.7294500005
