date,a2c,ddpg,td3,ppo,sac,mvo
2020-08-31,2675796.4832250015,2622768.0502250004,3002377.50055,2602113.1433000006,2315728.8931000005,3333865.826330742
2020-09-01,2758164.9832250015,2667880.950225,3054019.7005499997,2666178.493300001,2365332.8431000006,3401401.173367993
2020-09-02,2734604.1832250017,2662876.950225,3056357.5505500003,2647270.343300001,2346319.643100001,3387085.149678955
2020-09-03,2771523.383225002,2689496.9502250003,3124341.70055,2706198.993300001,2360082.693100001,3464571.4009409146
2020-09-04,2734171.7832250013,2634001.4002250005,3047743.50055,2651909.1933000013,2323266.543100001,3401657.1284626024
2020-09-07,2749960.333225002,2662134.4002250005,3102869.4005500004,2686895.743300001,2331669.793100001,3427086.800018968
2020-09-08,2727400.8832250014,2637179.8502250006,3065011.45055,2646364.193300001,2310937.9931000005,3406433.5451142313
2020-09-09,2736247.2832250013,2667757.2502250005,3098839.90055,2679912.3933000006,2313291.5931000006,3410345.1107337363
2020-09-10,2795386.383225002,2714603.6502250005,3073076.80055,2719001.1433000006,2347188.343100001,3455811.7930498235
2020-09-11,2777018.083225002,2717919.2502250005,3089598.85055,2718050.8933000006,2331609.3431000006,3454175.575231239
2020-09-14,2764099.5332250022,2695772.150225,3077044.6505500004,2694202.3433000008,2303234.3931000005,3447593.491233164
2020-09-15,2764666.283225002,2726958.400225,3113053.3005500003,2718495.743300001,2322869.6431000014,3447105.0382672283
2020-09-16,2775788.233225002,2771875.2002250003,3211508.55055,2769112.7433000007,2342345.243100001,3473793.7577624144
2020-09-17,2765559.583225002,2798362.050225,3308840.3005500003,2820730.1933000013,2326213.6431000005,3472926.3158540446
2020-09-18,2785416.7332250015,2919064.7002250003,3556055.4005500004,2977906.243300001,2336945.0931,3483974.8999514002
2020-09-21,2709695.283225002,2831711.4502250007,3426258.85055,2877470.2933000005,2284937.793100001,3385349.5129710427
2020-09-22,2675411.483225002,2819964.250225,3432728.7005499997,2874166.493300001,2261458.0931000006,3343605.499553232
2020-09-23,2685154.7832250013,2806004.9002250005,3406505.60055,2854667.443300001,2261561.043100001,3355757.7187725226
2020-09-24,2631652.3332250016,2742015.950225,3344231.85055,2792740.293300001,2211353.543100001,3290174.4114738056
2020-09-25,2664843.883225002,2788373.8002250004,3402345.05055,2835945.893300001,2242444.493100001,3327381.6597818183
2020-09-28,2696207.633225002,2819131.0502250004,3434443.8005500003,2870759.9433000004,2276175.9931000005,3386659.0544569464
2020-09-29,2709914.8332250016,2816781.350225,3420667.6005499996,2857068.243300001,2288040.6931000007,3424577.2098310143
2020-09-30,2750151.883225002,2851889.0502250004,3490130.3005500003,2901348.8433000008,2318264.193100001,3479972.7901503677
2020-10-01,2806098.033225002,2862644.2002250007,3457244.8505500006,2914705.243300001,2370722.1931000007,3523364.366139529
2020-10-05,2800751.9332250017,2875602.650225,3480243.35055,2924334.493300001,2374681.8431000006,3518737.5854530055
2020-10-06,2866100.2832250013,2915389.8502250006,3475484.90055,2950772.893300001,2457732.1431000005,3595683.7433008887
2020-10-07,2894020.9332250017,2923351.5002250005,3487367.80055,2947138.993300001,2471663.493100001,3660754.010909116
2020-10-08,2909556.7332250015,2953641.500225,3533938.05055,2972035.943300001,2497979.2931000004,3670811.6491318685
2020-10-09,2899433.0832250016,2937834.9502250003,3520869.5505500003,2932873.8433000008,2499254.9931000005,3668443.485644589
2020-10-12,2916912.1832250017,2962383.2002250003,3559280.00055,2963404.743300001,2504804.8431000006,3681470.74192655
2020-10-13,2882053.483225002,2944724.350225,3514205.15055,2941694.243300001,2474549.493100001,3636154.460456568
2020-10-14,2890371.533225002,2942748.950225,3492439.20055,2939576.4933000007,2494856.893100001,3647611.7405282175
2020-10-15,2874942.583225001,2895650.900225,3444444.45055,2917672.193300001,2459336.7431000005,3609271.392767309
2020-10-16,2874717.4832250015,2899380.6002250006,3464394.8005500003,2923407.643300001,2474873.843100001,3624630.8188491026
2020-10-19,2882390.8332250016,2914173.650225,3467678.25055,2926637.1433000006,2495593.543100001,3656198.485834282
