,a2c,ddpg,td3,ppo,sac,mvo
2019-02-08,2026759.8743500004,2152188.06515,2057257.4101650012,2000603.7967550007,2047297.4288550003,2216894.7069141995
2019-02-11,2027857.2202700006,2152777.1651500002,2061261.8701650011,2000759.1918650002,2050588.8059950005,2215399.664921223
2019-02-12,2048815.635545001,2190249.5451500006,2101298.140165001,2001698.49408,2089901.4169700006,2255333.264009161
2019-02-13,2055780.956250001,2198847.9051500005,2122255.9401650014,2001973.909505,2094538.2465950006,2260813.893564958
2019-02-14,2045294.7565550013,2185909.8851500005,2090334.400165001,2000970.0501649997,2072104.7150550005,2245102.5962414183
2019-02-15,2067579.261330001,2218152.3651500004,2130405.600165001,2002219.0275399995,2115261.5553100007,2274042.48655322
2019-02-19,2065610.676390001,2221135.9651500005,2131663.770165001,2002448.1447549998,2116201.9719850007,2278445.4485060386
2019-02-20,2072713.261925001,2234491.4451500005,2140182.660165001,2002814.1383749996,2131276.6820150004,2288987.3204413606
2019-02-21,2065202.079570001,2224909.5051500006,2129211.120165001,2002523.8264349995,2117256.0560300006,2275873.0368078463
2019-02-22,2073056.827405001,2251015.98515,2143704.4701650008,2002700.3087499994,2126058.0446100007,2297860.0050355587
2019-02-25,2084277.7627700008,2271808.1251500007,2166446.2801650013,2003116.9385299995,2130755.348265,2308441.8934761835
2019-02-26,2079857.082035001,2269038.10515,2157988.950165001,2002992.7525099996,2123521.3835650007,2302245.0967273437
2019-02-27,2090939.660790001,2294278.06515,2162661.620165001,2003180.2581549997,2137475.1268350002,2309207.4336603964
2019-02-28,2085010.7034800006,2291643.2251500003,2145720.0301650013,2002617.6813199997,2136788.9552600007,2311832.292170957
2019-03-01,2087707.0719450004,2301470.7851500004,2153879.7401650012,2003058.3116849998,2146957.7326200004,2331257.407934461
2019-03-04,2079891.636475,2283334.52515,2149574.250165001,2002722.7765300001,2136391.7477150005,2325351.757514256
2019-03-05,2069146.04609,2264795.6251500007,2128739.270165001,2002318.1854550005,2132841.4779250007,2317045.200873322
2019-03-06,2052781.7834100001,2227031.3451500004,2100056.810165001,2001327.7891850006,2118930.8884400004,2292035.3456362654
2019-03-07,2039293.5708000003,2206996.8851500005,2080981.7101650015,1999928.9544200008,2092699.7484400007,2263352.597571778
2019-03-08,2043818.8712600002,2209744.3651500004,2087156.2401650012,2000042.3155400006,2096417.9684400007,2264361.7080325205
2019-03-11,2052186.2612400004,2192094.90515,2126679.170165001,2001485.3153900004,2114355.4084400004,2277349.8607496694
2019-03-12,2031284.7100750003,2150625.6651500002,2131514.380165001,2001497.5195450003,2107459.8484400003,2255291.991792828
2019-03-13,2043649.9310750002,2169955.745150001,2148922.550165001,2002544.4035600002,2121529.52844,2266234.8143806495
2019-03-14,2044391.1697950002,2164517.1651500002,2152955.420165001,2003220.1266600003,2122518.2084400007,2255632.267225457
2019-03-15,2058130.5219450002,2184718.14515,2160675.1101650014,2003338.6528550007,2135083.6884400006,2278057.713567483
2019-03-18,2062002.8342000006,2187942.6651500007,2172314.960165001,2004344.9278550006,2145577.3384400005,2280888.2028503916
2019-03-19,2059450.544795001,2193731.0851500006,2177041.300165001,2003848.9029800005,2134561.5384400003,2311682.885873985
2019-03-20,2035875.2259150008,2185965.3451500004,2151737.0301650013,2002048.0428650011,2094089.8484400008,2313746.070546027
2019-03-21,2029416.8395850006,2196694.40515,2167496.250165001,2001971.4797300007,2084294.0984400008,2344161.2932898076
2019-03-22,1972437.5489750006,2125595.3251500004,2107704.2301650015,1998410.9172950007,2023951.1684400006,2282353.8474589707
2019-03-25,1969354.7829600004,2137248.4651500005,2093540.5301650008,1997983.8272200006,2020204.9284400004,2284884.6638218528
2019-03-26,1993824.1382600004,2152646.3451500004,2123782.480165001,1999737.3609500006,2049444.9584400004,2298339.8715303116
2019-03-27,1990243.9129150005,2148032.0451500006,2114713.330165001,1999151.1992900008,2044036.6984400006,2293237.840526709
2019-03-28,2000448.5396700006,2154105.9651500005,2124570.180165001,2000027.002675001,2056719.9284400006,2302080.4815067183
2019-03-29,2013829.0580750005,2177473.6851500003,2133267.840165001,2000023.058630001,2063873.2784400005,2319922.1117502297
2019-04-01,2066332.3750550004,2226610.8051500004,2173448.500165001,2002900.0946100012,2111884.0384400003,2358767.9270831416
2019-04-02,2069939.1374300006,2229092.1651500007,2175662.310165001,2002985.927000001,2109517.14844,2360255.511582767
2019-04-03,2071161.387295001,2228786.62515,2187189.9801650015,2003518.5686900013,2110625.1784400004,2375027.7829498714
2019-04-04,2089003.2144200006,2253172.3451500004,2192760.4301650007,2004363.0361450014,2120792.5384400003,2390009.7113091736
2019-04-05,2086534.4977300006,2249278.0251500006,2196772.3201650013,2004555.7569950013,2122593.39844,2392891.1989868404
2019-04-08,2073011.9851100007,2211405.1851500003,2191064.5301650013,2004532.996355001,2118788.20844,2374714.850654248
2019-04-09,2051108.9758600008,2183475.52515,2166133.060165001,2003064.7158800007,2098693.8484400003,2345490.3755876394
2019-04-10,2053882.0141050005,2182631.60515,2172556.790165001,2003573.7463550002,2103184.9084400004,2350211.1388263246
2019-04-11,2067653.3430300006,2195296.90515,2180665.050165001,2004229.6530800005,2115832.5784400003,2356215.4998628334
2019-04-12,2119577.82653,2226106.0051500006,2213218.880165001,2006799.775045001,2162192.8684400003,2380873.753163551
2019-04-15,2100651.8229800006,2210018.5051500006,2200403.3101650006,2005602.4286450008,2143792.0184400002,2370131.1417074464
2019-04-16,2123248.823890001,2241503.9451500005,2229017.770165001,2007448.9606700009,2171683.9684400004,2398064.7526444476
2019-04-17,2142832.2915650005,2236875.2651500003,2239387.860165001,2006467.569865001,2178797.1784400004,2398309.6064045904
2019-04-18,2142533.5502550006,2245390.9251500005,2241131.830165001,2006779.595775001,2175129.0084400005,2400840.272116633
2019-04-22,2143464.9526900006,2239157.10515,2242890.280165001,2006878.349570001,2172154.1784400004,2406709.247141777
2019-04-23,2150252.4196450002,2246396.4251500005,2247974.640165001,2006769.432700001,2186054.74844,2424921.4970222013
2019-04-24,2154037.1724200007,2247511.0851500006,2246925.4001650014,2006344.166540001,2185468.7784400005,2420730.9305799664
2019-04-25,2097602.1992900004,2259826.1651500007,2171037.690165001,2002309.793135001,2160252.8884400004,2376712.7544914307
2019-04-26,2093017.6189500003,2262624.0851500006,2177981.870165001,2003813.7755850009,2175254.62844,2393995.862537122
2019-04-29,2096199.6148450004,2262930.1851500003,2183765.8201650013,2004857.5985100009,2183278.99844,2386491.3227013974
2019-04-30,2095348.8997350005,2263209.0451500006,2189902.2601650013,2004590.9349050007,2184327.5784400003,2378895.3217237
2019-05-01,2075526.0055650005,2247181.5451500006,2174168.7701650015,2002453.0329400008,2165608.0184400002,2374157.499834925
2019-05-02,2073916.4470500008,2247187.3051500004,2175215.880165001,2002815.6040050008,2168302.58844,2377122.2876904868
2019-05-03,2090703.2165650004,2274702.60515,2194581.130165001,2004611.392880001,2186190.12844,2400709.659745821
2019-05-06,2073012.5697900006,2252174.4651500005,2177183.7201650008,2003365.1610600012,2172008.4684400004,2377972.362326749
2019-05-07,2032592.1152150005,2189410.5051500006,2139696.8201650013,2000810.8465650012,2130870.1884400006,2326131.567648188
2019-05-08,2021727.1469150006,2189469.7051500008,2132473.700165001,1999966.856915001,2121262.0049150004,2328996.8789555756
2019-05-09,2003596.1209500006,2167032.98515,2113661.660165001,1999266.3021100012,2112530.7349150004,2306913.062337946
2019-05-10,2012831.2689550004,2178800.4451500005,2125882.100165001,1999883.9012800013,2125017.767190001,2310189.3365450376
2019-05-13,1953187.1780250005,2086828.0251500006,2066534.770165001,1995235.3469750013,2063347.5771900003,2227443.067498858
2019-05-14,1973152.9569600006,2121399.3051500004,2091857.0201650013,1996629.4484900013,2080187.6971900007,2254775.7154229213
2019-05-15,1969731.658845001,2129916.2651500003,2089659.7501650013,1995729.672340001,2071761.7271900005,2269055.4709615167
2019-05-16,1986643.94739,2159550.4451500005,2094387.5901650009,1996362.0710750013,2093331.2371900005,2294276.0759234834
2019-05-17,1972967.6383700005,2143498.5851500006,2075557.020165001,1994127.6964050012,2080379.7171900005,2274863.061585465
2019-05-20,1967174.9205800004,2122869.4251500005,2057941.6301650011,1993390.5236150017,2079053.0871900006,2251089.8066805536
2019-05-21,1982484.8241200005,2150217.7051500003,2074347.570165001,1994243.0447000018,2093298.9971900005,2270826.6239377083
2019-05-22,1977460.8567300006,2131104.3851500005,2069778.170165001,1993966.6413400013,2087445.7571900005,2263780.5238354574
2019-05-23,1947005.0095550006,2101068.5451500006,2038556.330165001,1990223.099400001,2059900.6571900004,2232034.538328001
2019-05-24,1961948.4596100005,2114337.4251500005,2043719.370165001,1991561.666555001,2075125.7871900005,2239751.1325039873
2019-05-28,1933103.1649600007,2107238.3451500004,2022165.8501650011,1989300.7569450005,2045116.0371900005,2249439.9227391183
2019-05-29,1924432.3406450006,2090249.7451500003,2001012.030165001,1988175.7286350005,2027608.6271900006,2207510.277548699
2019-05-30,1916580.9134650007,2092885.9651500005,2000578.340165001,1986174.6158900002,2017256.1571900004,2209252.6371310013
2019-05-31,1894625.9293150005,2052360.6051500004,1976493.680165001,1983362.8629500002,1991784.6871900002,2171836.633689315
2019-06-03,1895280.1036500006,2029853.5651500004,1981390.4401650012,1983839.353655,1997050.1371900004,2149514.675044093
2019-06-04,1954737.9765600003,2090127.5651500004,2046484.250165001,1989529.482065,2051418.6771900004,2211441.8224583077
2019-06-05,1960643.9597350007,2100755.5451500006,2043972.560165001,1988236.4433750003,2056022.3771900001,2223785.9101283536
2019-06-06,1968889.1565250005,2121183.6851500003,2063375.150165001,1989007.0207800001,2066491.1271900006,2260915.4511234188
2019-06-07,1974090.5418200004,2147041.3451500004,2077804.5201650013,1989840.9645800001,2072049.2771900003,2294782.1252895417
2019-06-10,1995348.2409850005,2168779.7651500003,2100597.980165001,1992302.3745150005,2089833.4771900005,2326244.7452855986
2019-06-11,1999996.9538950007,2157960.5251500006,2101654.050165001,1991335.6631550004,2092179.9571900007,2322409.5075500645
2019-06-12,1986369.9061200006,2147524.8051500004,2098916.9301650007,1990646.5561850006,2082503.5271900005,2319162.156593452
2019-06-13,1988704.049855001,2156681.7851500004,2099097.190165001,1990766.6123150005,2084273.6471900004,2316805.8467344334
2019-06-14,1987166.8929700006,2148983.56515,2088038.9101650014,1990673.0479050006,2084730.6671900006,2299835.038876765
2019-06-17,1971598.9337550006,2154457.10515,2072495.210165001,1989134.283905001,2068605.8871900006,2301450.0875703245
2019-06-18,2006739.4993450006,2224344.56515,2116493.850165001,1992782.336650001,2107333.3271900006,2358793.7923393007
2019-06-19,1998829.5263650008,2209867.7651500003,2108851.470165001,1991563.4235300007,2097957.797190001,2351167.4258666765
2019-06-20,2011906.6111150004,2236352.60515,2133932.390165001,1993367.8256600003,2113449.767190001,2370839.7382886163
2019-06-21,2005963.8435000007,2224050.9651500005,2123040.8001650013,1993093.1500750005,2107930.307190001,2355770.0143210534
2019-06-24,2000631.5830800005,2223552.8851500005,2115569.560165001,1992634.0856500003,2104163.7171900007,2362570.3642618656
2019-06-25,1984515.9503050006,2192898.745150001,2102270.9801650015,1991419.973150001,2094871.6371900006,2340232.758467458
2019-06-26,1992211.6488250003,2218273.3051500004,2108033.9001650014,1991558.2157050008,2097312.837190001,2358744.8045995366
2019-06-27,1998699.9518850006,2206516.7051500008,2116500.650165001,1992901.747685001,2100933.397190001,2350849.6018108865
2019-06-28,2025463.2195650004,2215072.7651500003,2133196.850165001,1995488.7541550011,2121948.6171900006,2343596.815077677
2019-07-01,2045025.6040400008,2215059.1251500007,2151316.260165001,1998415.4701050008,2138261.727190001,2359411.1970006255
2019-07-02,2043075.8958300005,2207681.14515,2148477.3601650014,1997532.034250001,2129764.3871900006,2362569.8824038263
2019-07-03,2050117.4273150007,2215121.52515,2160025.4801650015,1998671.401925001,2141534.607190001,2373471.063936859
2019-07-05,2055155.7495750005,2223464.14515,2154963.7901650015,1999043.8450750015,2146662.807190001,2372346.7358614295
2019-07-08,2040649.9728000006,2198823.9651500005,2133014.7601650013,1995871.0667550012,2126276.6771900007,2364050.03555824
2019-07-09,2044842.6188550007,2213304.7051500003,2136235.9901650012,1995974.6308250008,2132625.577190001,2383063.1247512815
2019-07-10,2041295.4043500004,2215100.8651500004,2134159.4701650008,1995169.0044900007,2125675.5171900005,2395810.9784926428
2019-07-11,2053480.5295100005,2228417.0051500006,2140032.7801650013,1997079.3712500008,2140072.377190001,2395207.8013337217
2019-07-12,2065976.6376150006,2255178.5451500006,2153484.230165001,1999364.680715001,2147491.2771900008,2398607.592135193
2019-07-15,2053459.0123750006,2248994.6651500007,2152265.670165001,1998415.451520001,2133629.7771900008,2408062.949718317
2019-07-16,2049280.5085600007,2242695.2051500003,2153282.4301650007,1998402.4558900013,2132359.1771900007,2398624.674842348
2019-07-17,2045161.8303100006,2239473.94515,2130551.0201650015,1996901.670305001,2124477.367190001,2393186.6895772754
2019-07-18,2057004.5599100008,2232753.4251500005,2140196.090165001,1998666.0202750012,2132790.1771900007,2376617.699714425
2019-07-19,2048820.1591800004,2267147.0851500006,2135399.4901650012,2001406.4537550015,2133300.2771900008,2379063.34036054
2019-07-22,2060372.9616600007,2270332.6851500003,2145845.8901650007,2002135.5272300008,2132474.4071900006,2386643.126796964
2019-07-23,2087039.5108100006,2284001.3851500005,2177459.160165001,2006365.738060001,2145491.687190001,2402629.326949613
2019-07-24,2111058.071535,2277420.0051500006,2200382.870165001,2008944.9736700007,2157180.537190001,2402819.290290619
2019-07-25,2104115.6557100005,2239448.14515,2186970.570165001,2007033.4500650004,2151786.937190001,2374002.1121869455
2019-07-26,2117363.04949,2241458.5451500006,2186193.2601650013,2007236.9632350006,2160099.557190001,2359115.5730674285
2019-07-29,2115308.44938,2222402.2651500003,2189961.170165001,2005517.1356850006,2157779.2171900007,2353427.806169478
2019-07-30,2113202.8415950006,2237527.9251500005,2190776.6501650014,2005768.174145001,2160990.2371900007,2359124.5169242667
2019-07-31,2096976.0057200005,2196244.0051500006,2162222.080165001,2002839.661730001,2144542.0971900006,2309539.6236702017
2019-08-01,2051733.6842450008,2151189.14515,2116555.620165001,1995675.9494100008,2096616.197190001,2279508.2009017337
2019-08-02,2043919.3564500005,2147210.7051500003,2101742.690165001,1993811.0616200012,2093660.3771900006,2265790.9378934503
2019-08-05,1973794.0300050005,2075903.1651500005,2034508.9701650012,1984067.300170001,2030385.8871900009,2195713.8827801803
2019-08-06,1994255.2225950006,2095047.8451500002,2047607.5501650013,1985468.5016350013,2048091.5171900005,2218707.326407342
2019-08-07,1967646.2993150007,2087684.6051500004,2034072.180165001,1982268.1083950016,2023112.9271900002,2219035.635185209
2019-08-08,2003198.6520400005,2136626.52515,2077536.580165001,1986940.6758200019,2055490.6871900004,2289588.8531605117
2019-08-09,1991883.9566650004,2118828.1251500007,2058609.040165001,1985080.8177700015,2051494.5571900003,2281465.0045499825
2019-08-12,1959438.2535450007,2084205.4451500003,2028405.4501650012,1980056.935835001,2018049.0171900005,2247679.960066961
2019-08-13,1989968.2972150003,2110569.3251500004,2062666.780165001,1983574.9603150014,2044607.2171900005,2278244.129183673
2019-08-14,1917846.3747950008,2034861.5051500003,1988737.5501650013,1973127.073370001,1970882.9571900005,2194509.132864844
2019-08-15,1920707.3540400008,2029458.5451500004,1964043.6601650012,1970500.7401250012,1970792.6371900006,2199767.3618918634
2019-08-16,1958502.3288850004,2074759.9851500003,2019294.6001650011,1977354.5152950007,2008589.6371900004,2239139.228664972
2019-08-19,1981980.3475550003,2099560.8051500004,2038618.9201650012,1979895.8686350011,2028578.5671900006,2263675.629597849
2019-08-20,1952928.0397750004,2077431.8451500004,2009210.940165001,1975713.293930001,2000318.9471900002,2239803.6169054825
2019-08-21,1963858.0422150006,2102252.8651500004,2015070.1101650011,1976304.4323750013,2011764.8471900003,2269518.8170666364
2019-08-22,1969888.1814850005,2131167.3051500004,2020591.580165001,1977229.3189700013,2024434.7271900002,2283790.441257791
2019-08-23,1915396.7290150004,2086948.8251500004,1957246.1201650011,1969392.512690001,1972253.8171900006,2217043.515704356
2019-08-26,1933048.8432050007,2108566.06515,1972257.0801650013,1970817.920595001,1983711.3571900006,2238675.418091188
2019-08-27,1928505.8627400005,2092485.2051500005,1965219.3201650009,1968927.794125001,1975912.6171900004,2230760.714505338
2019-08-28,1943265.8395400003,2110597.5451500006,1976556.0001650013,1971575.203415001,1994706.6271900006,2245851.6796380486
2019-08-29,1976673.9432750007,2144594.6651500002,2009053.000165001,1976974.334680001,2024040.7271900007,2270568.7537428155
2019-08-30,1984856.4500700007,2151208.3051500004,2018068.570165001,1977758.3696800014,2031458.4371900007,2271312.5696020406
2019-09-03,1963904.2947350007,2117695.4651500005,2000075.920165001,1973449.982330002,2001642.1971900004,2250155.40346716
2019-09-04,1989978.6123550006,2146877.2851500004,2033846.9801650012,1978302.807800002,2021588.4771900005,2266864.1898339926
2019-09-05,2032529.3049600003,2187621.0051500006,2073587.1201650011,1985166.538910002,2062936.5671900006,2301203.079714852
2019-09-06,2035020.3140700005,2186939.7851500004,2069995.0201650013,1983696.759830002,2062933.3371900003,2293523.319166513
2019-09-09,2071690.1328650005,2200534.3651500004,2103708.800165001,1990943.955045002,2097499.2671900005,2294337.4443018977
2019-09-10,2091543.166250001,2234844.7651500003,2135792.2801650013,1998475.4691900022,2131039.877190001,2319152.32635031
2019-09-11,2103608.9456900004,2277451.44515,2157506.950165001,2001157.621565002,2147040.7571900007,2344449.5401038234
2019-09-12,2105014.9259850006,2266141.60515,2160901.5701650013,2003468.436230002,2150452.297190001,2347264.9380821744
2019-09-13,2122684.537755001,2278741.48515,2175454.370165001,2006783.3342900018,2170308.7571900007,2354914.9803475933
2019-09-16,2107880.4251600006,2266750.7251500003,2157099.660165001,2004007.0229300018,2157184.837190001,2339982.896263119
2019-09-17,2108148.7932500006,2280791.0251500006,2154923.5701650013,2002601.6594100015,2155102.7771900008,2350509.1779457405
2019-09-18,2117146.442305001,2287430.86515,2159698.8901650007,2003554.7898350013,2165940.4271900007,2353372.6068493053
2019-09-19,2114467.5661050007,2285266.62515,2153771.590165001,2003400.8475950016,2157567.877190001,2346798.100436286
2019-09-20,2099713.2870350005,2256914.3651500004,2142619.6901650014,2000386.2557800016,2148277.517190001,2330746.3285126593
2019-09-23,2103734.9032850005,2254927.44515,2146857.330165001,2000694.7222900016,2151557.627190001,2332167.460953396
2019-09-24,2083491.8140700003,2237148.9251500005,2117249.040165001,1995860.7579500014,2137406.8171900013,2310487.311580818
2019-09-25,2095966.2511250009,2265716.56515,2128075.1901650014,1998148.7968150014,2145191.0071900007,2324973.8744926606
2019-09-26,2080588.9745650007,2254121.3451500004,2108375.380165001,1995300.7194600012,2128841.9671900007,2309349.114207818
2019-09-27,2082770.3351450006,2243905.8051500004,2113979.4901650012,1996436.259800001,2134650.2171900007,2293918.014576637
2019-09-30,2088955.6839000008,2246093.3451500004,2117563.060165001,1995176.8270850007,2135460.1371900006,2302942.4570020996
2019-10-01,2047397.200155001,2207799.64515,2075018.8501650011,1985670.6277350006,2091545.9071900004,2283342.602314509
2019-10-02,2014697.8323550003,2165183.3851500005,2044653.7101650012,1979013.1536650006,2061039.0971900006,2256324.6390016982
2019-10-03,2018771.4902100011,2188372.10515,2048407.0001650013,1979272.5772050004,2062284.0871900006,2267836.179986172
2019-10-04,2056071.6811400007,2212778.5451500006,2076032.540165001,1984287.3600600003,2097569.307190001,2298848.0223204917
2019-10-07,2046183.2110700007,2207745.9251500005,2062900.490165001,1981821.1897850002,2088754.0571900005,2291616.4026421607
2019-10-08,2003391.6502650008,2174719.98515,2022255.050165001,1974974.59593,2048255.2171900007,2258976.526897955
2019-10-09,2015591.5762200006,2192067.5251500006,2029726.010165001,1977602.42981,2052678.8971900002,2263682.3236199454
2019-10-10,2034564.006670001,2197911.64515,2049942.580165001,1982168.456915,2070958.4371900004,2266641.017383232
2019-10-11,2063483.5669800006,2234614.06515,2101814.560165001,1990019.33231,2109713.6371900006,2311127.819627051
2019-10-14,2060340.9646350008,2230227.2451500003,2103927.420165001,1991281.1976750002,2109384.9571900005,2318587.948560404
2019-10-15,2093203.4206000008,2245277.48515,2136077.400165001,1997077.7298350001,2139403.597190001,2337597.8294236814
2019-10-16,2097042.4097850008,2242009.08515,2133115.580165001,1996742.4873550003,2142309.4571900005,2345676.4193265783
2019-10-17,2098254.758485,2235430.0451500006,2141326.010165001,1999281.5657149998,2149047.477190001,2353631.2380150864
2019-10-18,2086486.6417100006,2182516.7651500003,2124973.7201650008,2002977.0277249995,2129759.3271900006,2287934.0941854115
2019-10-21,2120686.529460001,2178534.7851500004,2156664.110165001,2010524.8305399995,2160179.5771900006,2302148.8112075124
2019-10-22,2116551.1269350005,2188578.8851500005,2162342.6901650014,2012113.3646699996,2175295.1451300005,2304473.8970027696
2019-10-23,2121246.298740001,2199748.10515,2170299.380165001,2013675.0448849993,2178183.9251300003,2315276.155488901
2019-10-24,2135879.7802700005,2220991.3451500004,2156039.060165001,2009625.3312699993,2172287.1951300004,2309736.9343250087
2019-10-25,2158891.4668450006,2228959.7651500003,2188641.120165001,2013501.2975299994,2189599.3251300007,2320932.226747469
2019-10-28,2185055.4130400005,2256849.48515,2215199.480165001,2017851.4743799993,2213213.3551300005,2345153.6342032924
2019-10-29,2185474.771425001,2264401.2251500003,2206813.010165001,2017247.3007199992,2218837.5651300005,2337633.388925916
2019-10-30,2187667.5843950002,2279546.2051500003,2232452.680165001,2017455.3285099994,2220820.3451300003,2350445.674551665
2019-10-31,2172598.0809450005,2258436.60515,2217071.4001650014,2013510.5557999993,2199623.0551300007,2346340.174059518
2019-11-01,2195935.1759050004,2294208.3851500005,2259067.3201650013,2022055.0924799992,2233299.3351300005,2381834.0684234807
2019-11-04,2218820.0054100007,2338639.4251500005,2303845.890165001,2032535.3889099988,2260519.1351300008,2413908.680295646
2019-11-05,2226824.8686250006,2353318.1651500007,2305271.9401650014,2033375.730619999,2268625.0051300004,2421502.5260742614
2019-11-06,2233032.6649850006,2345865.9051500005,2309020.330165001,2034543.1603549994,2272812.6851300006,2413372.8336624
2019-11-07,2246039.310785,2367691.48515,2329215.770165001,2039250.6473599994,2291734.8951300005,2426247.279214278
2019-11-08,2248978.287935001,2361684.06515,2335970.790165001,2039860.9034149991,2289282.9151300006,2420218.1230503176
2019-11-11,2247028.4968000012,2391503.98515,2322788.840165001,2036852.2580549987,2288628.6151300003,2430562.0324022756
2019-11-12,2246800.1233750004,2388658.3051500004,2324996.960165001,2037485.6196249991,2285075.6551300003,2428770.6174780573
2019-11-13,2239061.756385001,2378196.02515,2314959.870165001,2033711.229739999,2270868.2351300004,2427534.7308697007
2019-11-14,2238584.959175001,2389674.2851500004,2314812.5601650015,2033023.8184699991,2269603.8451300003,2436812.1066280943
2019-11-15,2258644.690300001,2408775.8851500005,2337103.250165001,2034949.928759999,2289339.2851300007,2457803.821937102
2019-11-18,2269024.5001700004,2410610.0851500006,2341706.100165001,2035945.694689999,2292495.445130001,2469525.4199536704
2019-11-19,2269370.0677500004,2411674.9051500005,2346764.470165001,2036098.548374999,2292644.5251300004,2476212.284037839
2019-11-20,2257963.9058950003,2406525.2251500003,2328453.000165001,2032582.971714999,2283714.49513,2470477.328844267
2019-11-21,2260047.9264700003,2394325.6851500003,2319942.580165001,2031479.4628999988,2279943.0951300007,2445432.703270017
2019-11-22,2274560.1756250006,2410806.8251500004,2337980.060165001,2035790.536534999,2301864.0751300007,2462683.0559913055
2019-11-25,2288639.651505001,2436257.245150001,2360450.2801650013,2040928.8006299995,2316463.3751300005,2486166.9281027047
2019-11-26,2289613.7163650007,2430690.14515,2347561.980165001,2038198.6134049993,2309703.4351300006,2480905.0200275956
2019-11-27,2298519.1482500006,2429685.3451500004,2359372.180165001,2041561.6021649993,2319979.525130001,2492484.5252972255
2019-11-29,2291363.990255001,2418316.6851500003,2349837.310165001,2039550.3735799997,2313449.8651300003,2478884.961125938
2019-12-02,2277848.5460500005,2380943.0851500006,2335277.580165001,2037135.399365,2296278.0951300007,2449159.6437168843
2019-12-03,2250437.7107250006,2353965.7851500004,2302877.250165001,2029657.020375,2266795.5751300002,2429133.241175725
2019-12-04,2271271.2350150016,2355605.90515,2326409.4901650012,2033968.8475000001,2292995.2451300006,2443093.654860724
2019-12-05,2281751.7952550002,2353196.02515,2328308.080165001,2034229.9153700005,2299778.9251300003,2435220.434918485
2019-12-06,2307862.0534300003,2392484.10515,2371168.560165001,2044068.3526800005,2334046.0651300005,2471162.0043869102
2019-12-09,2305443.4665500005,2381528.2651500003,2361150.360165001,2043576.4390550004,2330772.0651300005,2453768.5594187104
2019-12-10,2300646.02449,2373603.4651500005,2353484.590165001,2042809.8964700003,2327667.45513,2449260.4969250076
2019-12-11,2300589.7987000006,2383569.98515,2360187.270165001,2043156.3455000003,2330167.6051300005,2460588.8827332156
2019-12-12,2343187.2328650006,2411747.02515,2401464.160165001,2052760.7238000003,2372638.245130001,2489759.0796453026
2019-12-13,2333687.3925650003,2393091.3051500004,2388944.660165001,2049862.8720050007,2360153.7951300004,2477629.457208888
2019-12-16,2342999.0872600004,2370460.6851500003,2400048.620165001,2051874.1762450011,2360450.3651300007,2482101.8551650126
2019-12-17,2347260.7849350004,2373551.56515,2405840.310165001,2054477.0463100013,2372799.33513,2497192.026543538
2019-12-18,2338542.7051950013,2373854.0851500006,2397763.170165001,2052743.4009950012,2367064.6351300003,2493137.776920912
2019-12-19,2342355.0180350007,2387245.8451500004,2412141.3001650013,2053096.1492450014,2372933.4851300004,2515416.0620454163
2019-12-20,2347108.266640001,2383467.5451500006,2424273.660165001,2053788.4467700012,2376286.1651300006,2524073.184132037
2019-12-23,2344511.796185001,2409449.52515,2438619.390165001,2055556.1328800009,2378438.1151300003,2559194.34470895
2019-12-24,2348081.5283550005,2403992.3051500004,2438870.040165001,2055535.3153950009,2379400.7951300004,2557364.9778407994
2019-12-26,2364364.3445200003,2418530.6651500007,2451597.0901650013,2058882.257950001,2389479.0951300003,2583279.0853362195
2019-12-27,2362234.8934750007,2417903.2451500003,2452620.360165001,2059471.3237550012,2388199.2551300004,2580805.139897129
2019-12-30,2347120.6647700006,2400539.4051500005,2440653.2601650013,2056415.2583750014,2377392.3151300005,2563362.1780138235
2019-12-31,2348653.0616150005,2400752.5251500006,2447790.0901650013,2055851.9591050018,2379600.6151300007,2570098.359505575
2020-01-02,2376919.7063300004,2465511.8851500005,2502742.7601650013,2065419.340955002,2408365.1951300004,2635337.544707353
2020-01-03,2350591.756560001,2448399.94515,2478946.520165001,2058688.4638200018,2383223.9551300006,2611757.767180068
2020-01-06,2346320.3199700005,2457462.7451500003,2484314.080165001,2060871.7999850018,2380450.905130001,2619841.1560177743
2020-01-07,2331256.8925200007,2458401.1251500007,2475449.9901650012,2060740.6818500021,2372487.51513,2622740.946764644
2020-01-08,2346077.816245001,2453901.14515,2488155.9901650012,2063517.2139700023,2386884.8451300003,2620133.4288225276
2020-01-09,2363043.256480001,2481978.9051500005,2506926.270165001,2068417.1306650022,2406511.8851300003,2650064.3683191184
2020-01-10,2345208.3349700007,2452068.6651500007,2487208.2601650013,2062747.7878250023,2383528.99513,2627765.0499248207
2020-01-13,2367998.3301600004,2481401.2451500003,2520018.060165001,2067328.4259700025,2403407.41513,2648157.417969418
2020-01-14,2364430.9951550006,2476371.3451500004,2519745.260165001,2066648.7452700026,2409674.9151300006,2640036.807681633
2020-01-15,2341672.4231850007,2465335.7451500003,2504860.370165001,2060743.845875003,2382468.2651300007,2630040.6898339693
2020-01-16,2361663.7978850007,2486946.7651500003,2523145.960165001,2062445.7777900028,2392946.9651300004,2656981.4881734187
2020-01-17,2372894.6133500007,2478841.56515,2537782.250165001,2066321.3264550027,2403002.7651300007,2661679.7543391446
